id,title,weightPerServing,dishTypes,calories,Saturated Fat/g,Sugar/g,Cholesterol/mg,Sodium/mg,Vitamin B3/mg,Selenium/?g,Phosphorus/mg,Iron/mg,Vitamin B2/mg,Calcium/mg,Vitamin B1/mg,Folate/?g,Potassium/mg,Copper/mg,Zinc/mg,Manganese/mg,Magnesium/mg,Vitamin B12/?g,Vitamin B5/mg,Vitamin B6/mg,Vitamin E/mg,Fiber/g,Vitamin A/IU,Vitamin D/?g,Vitamin K/?g,Vitamin C/mg,Alcohol/g,Caffeine/g,Fat,Carbon,Protein,ingredients
1701,Catfish Classique,59,,808.6,41.82,2.08,274.54,974.88,3.1,31.46,230.7,3.11,0.5,167.75,0.43,105.69,274,0.17,1.34,0.6,34.42,0.72,0.94,0.12,2.33,1.78,2035.77,2.16,22.8,4.1,1.43,0,64.15,43.15,14.86,"butter,catfish filets,egg,flour,garlic,ground pepper,lemon juice,milk,salt,scallions,shrimp,vegetable oil,vermouth,whipping cream"
1702,Halibut with Mustard-Nut Crust,200,"lunch,main course,main dish,dinner",437.46,4.83,2.87,94.05,720.48,11.86,80.26,523.02,2.43,0.12,78,0.31,57.32,1070.5,0.6,1.59,2.08,109.06,1.88,0.95,1.19,6.44,3.88,374.51,8.07,5.57,3.57,15.14,0,27.82,10.11,36.66,"black olives,butter,halibut,hazelnuts,mustard,salt,thyme,white wine"
1704,Nori Ahi with Soy-Mustard-Port Sauce,100,"lunch,main course,main dish,dinner",689.62,28.17,6.3,142.22,2474.38,14.03,63.52,499.08,3.27,0.53,63.93,0.47,16.89,561.07,0.37,2.28,0.57,112.27,14.36,1.88,0.81,2.75,3.01,4375.89,9.2,18.17,0,5.16,0,49.34,18.61,42.78,"ahi tuna,balsamic vinegar,dijon mustard,dry red wine,heavy cream,nori,port wine,soy sauce,unsalted butter,vegetable oil,white miso"
1705,Baconized Tuna With Lemon Butter,200,"lunch,main course,main dish,dinner",785.54,19.48,3.41,155.89,579.48,22.16,91.97,665.65,2.91,0.68,33.48,0.71,43.35,839.92,0.23,2.11,0.14,129.37,21.64,2.91,1.38,6.54,1.65,7879.92,13.39,35.74,100.91,0,0,58.18,6.01,59.47,"ahi tuna steaks,bacon,bell pepper,canola oil,fresh flat-leaf parsley,garlic clove,kosher salt,lemon juice,unsalted butter"
1707,Sole Meuni?re,33,,332.21,21.59,0.63,90.3,305.32,0,0,19.04,0.58,0.03,24.56,0,16.7,86.3,0,0.15,0.03,7.54,0.07,0.11,0.03,1.06,0.42,1724.9,0.63,134.14,17.74,3.11,0,34.17,2.44,0.68,"butter,butter,lemon juice,lemon juice,lemon zest,lemon zest,parsley,parsley,sauvignon blanc,wine"
1708,Glazed Grilled Tuna with Sweet Bell Pepper Ragout,100,"lunch,main course,main dish,dinner",275.14,2.85,8.35,57.63,270.42,13.02,52.16,385.98,2.47,0.42,47.44,0.39,26.49,624.92,0.21,1.08,0.33,89.45,13.37,1.65,0.79,2.06,1.74,3877.05,8.11,11.48,58.42,0,0,9.54,13.2,34.12,"ahi tuna steaks,honey,oil packed sun dried tomatoes,oregano leaves,pineapple juice,red bell pepper,salt and pepper,tomato,unsalted butter,yellow bell pepper,yellow tomato"
1709,Salmon Fillets With Horseradish-potato Crust,200,"lunch,main course,main dish,dinner",325.62,2.02,0.2,93.5,287.59,14.25,62.38,373.08,4.13,0.68,47.42,0.4,58.38,1190.24,0.79,1.41,0.54,69.53,5.41,3.09,1.6,0.79,2.21,68.05,0,3.24,10.31,0,0,15.38,10.86,35.94,"horseradish,oil,potato,salmon,salt and pepper"
1710,Hake Fillet with Jasmine Rice,137,,419.48,11.85,0.24,130.2,530.43,6.99,77.28,329.37,1.2,0.13,38.1,0.09,45.05,559.92,0.19,0.99,0.47,57.16,2.72,1.18,0.36,1.21,0.86,559.28,5.59,4.26,6.15,0,0,20.17,23.17,36.57,"black pepper,butter,cooked jasmine rice,fish fillets,fresh dill,kosher salt,lemon zest"
1713,Swordfish and Pasta with Sun-dried Tomato Basil Sauce,100,"lunch,main course,main dish,dinner",718.51,7.2,3.97,71.15,357.99,9.03,120.47,451.73,2.79,0.15,61.42,0.19,32.33,754.8,0.46,2.38,1.26,99.1,1.46,0.88,0.7,4.8,4.77,1520.7,11.92,61.58,3.72,0,0,26.95,86.59,32.4,"angel hair pasta,basil leaves,butter,garlic,lemon wedges,olive oil,pasta,red pepper flakes,salt and pepper,sun-dried tomatoes,swordfish steaks,by tokyo terrace on may 24,there are few things that i love to cook"
1714,Grouper with Corn "Pudding" and Collard Greens,200,"lunch,main course,main dish,dinner",617.81,21.54,11.79,106.45,415.54,4.05,73.71,480.83,3.11,0.14,77.47,0.41,87.23,1472.65,0.15,1.93,0.34,123.15,1.32,2.63,0.87,1.72,3.8,1793.31,0.24,16.67,24.26,0,0,33.57,33.04,45.88,"andouille sausage,cayenne pepper,chile,ears of corn,grouper fillets,lime juice,radishes,radishes,salt,scallion,shallot,unsalted butter,unsalted butter,vegetable oil,vegetable oil,young coconut"
1715,Tarragon Tuna Melt,200,"lunch,main course,main dish,dinner",334.3,10.02,1.35,70.79,557.57,4.35,49.22,282.78,1.42,0.15,195.9,0.04,19.37,296.77,0.07,1.2,0.14,37.68,1.01,0.27,0.21,1.44,0.75,844.61,1.61,71.58,9.55,0,0,25.54,3.44,22.67,"black pepper,bread,butter,dijon mustard,fresh flat-leaf parsley,fresh tarragon leaves,green onion,lemon juice,lemon zest,mayonnaise,sharp cheddar cheese,solid white tuna packed in water,tomato"
1718,Fish Chowder,200,"lunch,main course,main dish,dinner",183.12,1.24,6.84,31.55,622.69,3.41,29.32,220.77,3.88,0.14,96.02,0.15,61.01,1169.46,0.44,1.06,0.6,62.63,0.54,1.12,0.66,1.79,4.3,3696.92,0,14.3,63.93,0.92,0,3.16,18.84,19.83,"butter,carrot,celery,chile pepper,fish stock,grouper,hot sauce,onion,potato,red bell pepper,red pepper flakes,rum,salt and pepper,sherry,tomato juice,tomato paste,tomatoes,worcestershire sauce"
1719,Fragrant Five-Spice Salmon with Savoy Cabbage,100,"lunch,main course,main dish,dinner",574.36,9.23,4.37,120.69,548.16,15.58,70.23,471.94,3.06,0.75,97.92,0.6,180.62,1352.44,0.58,2.05,0.4,105.97,5.56,3.33,1.83,2.44,5.62,1874.15,0.17,125.47,53.53,0,0,39.24,13.36,41.94,"5 spice powder,bacon,chicken stock,fresh ginger,garlic clove,olive oil,salmon fillets,salt and pepper,savoy cabbage,unsalted butter"
1723,Sake-Steamed Halibut with Dilled Carrots,100,"lunch,main course,main dish,dinner",203.38,1.08,3.05,72.14,153.54,9.87,67.55,370.84,0.64,0.08,43.64,0.12,29.4,875.33,0.08,0.72,0.13,51.99,1.56,0.67,0.88,1.32,1.83,10825.9,6.68,8.56,4.33,30.19,0,3.06,16.01,27.95,"butter,carrots,fresh dill,garlic cloves,halibut fillets,sake"
1724,Carrie S. Forbes - Gingerlemongirl.com: Cafe Atlantic's Baked Parmesan Flounder and Kate's Corn and Quinoa Salad,100,"lunch,main course,main dish,dinner",668.24,31.4,0.91,410.92,2276.65,23.85,198.65,1910.87,5.54,1.26,788.78,1.57,112.24,1613.14,0.63,11.23,1.06,225.23,6.29,3.62,1.84,4.91,3.46,810.43,13.57,45.76,2.13,0,0,5,32.25,123.56,"baby-back ribs,butter,flounder filets,fish,parmesan,garlic,green onions,hot sauce,mayonnaise,old bay seasoning,parmesan cheese,quinoa"
1726,Grilled Salmon With Ginger- Soy Butter,200,"lunch,main course,main dish,dinner",485.19,10.5,0.5,155.27,429,18,82.99,463.63,1.97,0.88,33.36,0.52,61.75,1146.95,0.58,1.5,0.06,69.39,7.24,3.83,1.87,1.36,0,479.12,0.21,6.81,6.33,0,0,32.95,1.73,45.43,"chives,fresh ginger,juice of lemon,low sodium soy sauce,olive oil,salmon fillets,salt and pepper,unsalted butter"
1727,"Grilled Tilapia with Lemon Butter, Capers and Orzo",100,"lunch,main course,main dish,dinner",678.92,20.88,1.65,194.69,628.76,9.28,110.39,448.32,2.66,0.21,60.88,0.12,73.68,813.22,0.29,1.25,0.34,83.98,3.66,1.31,0.45,3.42,1.9,1259.36,7.56,76.31,13.79,3.09,0,43.52,21.81,50,"capers,cooked orzo,dry white wine,flat leaf parsley leaves,heavy cream,juice of lemon,lemon zest,olive oil,salt and pepper,shallot,tilapia fillets,unsalted butter"
1728,Salmon With Fennel And Pernod,100,"lunch,main course,main dish,dinner",496.23,16.25,0.8,154.56,340.95,14.24,63.31,419.41,2.62,0.7,106.19,0.41,78.37,1383.78,0.53,1.45,0.38,77.66,5.46,3.16,1.49,0.66,4.54,936.34,0.43,2.07,15.16,5.69,0,34.27,11.02,35.93,"butter,fennel bulb,fennel seeds,pernod,salmon fillets,shallots"
1729,Seared Salmon With Quick Hollandaise,135,side dish,261.8,14.25,1.76,217.43,242.75,0.71,15.25,130.46,2.28,0.3,50.69,0.12,58.39,225.36,0.17,0.95,0.13,18.53,0.43,0.9,0.14,1.8,1.41,1399.84,1.25,32.65,9.59,0,0,24.59,4.44,7.47,"asparagus spears,basil,butter,eggs,juice of lemon,mat bean"
1730,Salmon With Cucumber-sour Cream Sauce,100,"lunch,main course,main dish,dinner",486.59,16.22,0.83,175.07,145.84,13.42,62.45,389.73,1.52,0.73,69.28,0.41,52.73,956.58,0.47,1.32,0.08,60.33,5.52,3.12,1.44,0.81,0.42,1175.96,0.42,5.75,3.42,0,0,36.91,3.25,35.35,"cream,cucumber,fresh dill weed,lime juice,lime peel,margarine,pepper,salmon steaks"
1731,Local Amberjack with Pea Tendrils & Roasted Butternut Squash Mash,200,"lunch,main course,main dish,dinner",869.7,9.41,11.39,78.17,383.61,2.49,72.12,793.72,7.81,0.33,148.11,0.67,581.58,1784.26,0.82,4.44,1.78,216.59,5.11,2.56,1.24,8.08,18.81,948.42,17.45,30.75,28.04,0,0,44.86,59.81,56.68,"butter,chili flakes,cow pea,garlic clove,ground cardamom,lemon juice,olive oil,olive oil,Salt & Pepper,snapper,thyme,yellow squashes,amberjack,divas,local amberjack"
1732,Dinner Tonight: Shallow-Poached Salmon,200,"lunch,main course,main dish,dinner",341.78,8.87,0.53,123.6,369.78,13.41,62.22,348.08,1.54,0.66,28.85,0.39,47.06,868.32,0.43,1.14,0.06,53.04,5.43,2.87,1.41,0.35,0,484.64,0.21,9.24,7.27,1.55,0,22.18,1.59,33.95,"butter,dry white wine,lemon juice,parsley,salmon,salt and pepper,thyme"
1733,Roasted Cod with Steamer Clams and Pistachio Sauce,100,"lunch,main course,main dish,dinner",541.34,8.78,4.62,105.92,499.18,5.29,67.89,529.54,2.7,0.24,74.7,0.33,72.7,1304.05,0.3,1.61,0.4,101.92,5.4,0.85,1.03,5.58,4.37,3135.54,1.69,32.76,115.85,0,0,32.98,21.26,39.87,"chives,clams,cod fillets,fingerling potatoes,lemon juice,olive oil,bell pepper,pistachios,salt,unsalted butter"
1734,"Smoked Haddock With Chive, Pea & Potato Crush",120,side dish,271.22,12.91,0.21,54.75,211.94,1.76,1.32,69.19,4.93,0.07,52.89,0.04,28.48,642.92,0.64,0.58,0.91,36.59,0,0.49,0.37,0.59,3.83,676.96,0.38,4.14,18.1,0,0,20.54,19.13,4.6,"butter,chicken stock,chives,peas,potatoes,smoked haddock"
1735,Noah Rosen's Wild Alaskan Black Cod With Fresh Garbanzo Hummus,200,"lunch,main course,main dish,dinner",436.26,7.54,0,56.12,451.59,2.19,35.88,261.01,1.78,0.11,31.23,0.15,38.11,473.4,0.21,1.22,0.78,54.4,2.62,0.26,0.28,6.83,1.85,245.15,0.87,9.03,2.07,22.74,0,37.62,4.96,19.46,"butter,cod filet,grapeseed oil,hummus,mussels,olive oil,pernod,salt and pepper"
1736,Spring (?) Herb Cooking,100,"lunch,main course,main dish,dinner",449.61,15.95,2.62,133.23,405.59,9.35,43.41,288.35,2.5,0.53,89.61,0.3,48.06,808.95,0.33,1.13,0.43,59.4,3.68,2.09,1.13,1.42,1.16,970.08,0.42,5.6,3.83,6.18,0,35.21,8.4,24.78,"butter,extra virgin olive oil,fresh tarragon,heavy cream,mustard,salmon fillet,salt and pepper,shallots,white wine"
1737,Soy-marinated Chinese-style Tilapia With Fresh Ginger And Scall,200,"lunch,main course,main dish,dinner",233.79,4.02,0.57,93.9,499.14,7.09,71.74,310.62,1.47,0.14,35.59,0.09,51.79,602,0.17,0.7,0.16,55.25,2.7,0.9,0.32,0.93,0.52,299.42,5.35,26.15,4.53,0,0,8.51,3.65,35.65,"flour,fresh cilantro,fresh ginger,garlic,light whipped butter,lime juice,scallions,sesame oil,soy sauce,tilapia,water"
1739,Grilled Tuna Steaks With Onion Dill Butter,100,"lunch,main course,main dish,dinner",601.35,10.2,2.2,116.69,205.37,22.06,83.65,715.85,4.48,0.65,64.89,0.74,43.15,1569.98,0.45,2.07,0.42,170.34,21.41,3.09,1.73,2.62,5.26,5355.58,13.14,5.34,45.81,0,0,22.87,41,57.88,"ahi tuna steak,butter,dried dill weed,new potatoes,onion"
1741,"Lemon Sole, Chicory And Cockles",100,"lunch,main course,main dish,dinner",675.44,42.83,9.82,567.75,3019.8,12.12,243.63,2437.92,8.72,0.5,426.03,0.51,469.74,2613.26,0.63,5.15,1.88,249.06,10.3,4.1,1.41,9.7,10.3,9276.88,26.33,589.17,44.82,5.15,0,5,36.83,120.78,"banana shallots,chicken stock,chicory,cockles,dry white wine,garlic clove,juice of lemon,leeks,lemon sole,sea-salt,unsalted butter"
1744,Seared Tuna With Fennel Seeds & Caper Brown Butter,200,"lunch,main course,main dish,dinner",511.88,22.02,0.13,130.81,571.26,14.84,62.42,454.35,2.08,0.46,48.19,0.42,5.92,477.61,0.18,1.14,0.16,93.47,16.1,1.86,0.79,2.64,0.72,4470.69,10.12,4.57,1.94,0,0,38.12,1.71,40.49,"ahi tuna steaks,black pepper,capers,fennel seeds,heavy cream,kosher salt,lemon juice,unsalted butter,vegetable oil"
1745,Parmesan & Parsley-crusted Salmon,200,"lunch,main course,main dish,dinner",484.3,7.96,0.94,111.05,363.62,14.25,67.51,432.85,2.25,0.73,166.16,0.51,59.99,882.95,0.46,1.57,0.15,60.43,5.58,2.96,1.42,2.18,0.64,432.98,0,40.96,3.65,0,0,32.1,9.76,39.09,"breadcrumbs,butter,juice of lime,olive oil,parmesan,parsley,salmon"
1746,Cod With Chorizo And Almond-green Bean Rice,200,"lunch,main course,main dish,dinner",340.78,4.07,3.56,60.41,726.18,4.61,40.23,312.49,2.26,0.24,71.66,0.27,28.51,803.84,0.29,1.71,0.61,73.18,1.23,0.85,0.5,3.28,2.81,602.9,1.15,26.92,14.06,0,0,13.58,28.78,25.86,"butter,canned tomatoes,chicken broth,chorizo sausage,cod,extra virgin olive oil,flat leaf parsley,green beans,salt and pepper,slivered almonds,sweet paprika,white rice"
1747,Pan-roasted Halibut With Herbed Lentils And Breadcrumbs,200,"lunch,main course,main dish,dinner",599.03,7.66,5.07,108.95,461.55,15.7,90.44,689.47,5.82,0.36,117.47,0.79,287.26,1428.07,1.93,3.44,0.98,117.37,1.98,1.8,1.31,2.69,15.93,2407.36,8.15,135.95,15.91,0,0,21.03,52.73,49.71,"breadcrumbs,carrots,celery,chicken stock,dried green lentils,flat leaf parsley leaves,flat-leaf parsley,fresh rosemary,fresh sage,garlic,halibut fillets,kosher salt,lemon,lemon zest,olive oil,onions,unsalted butter"
1749,Pan-Seared Mahi-Mahi with Oranges and Olives,200,"lunch,main course,main dish,dinner",289.38,3.72,8.88,134.2,446.15,10.75,62.66,261,2.22,0.16,69.17,0.12,39.93,905.24,0.14,0.87,0.07,64.29,1.03,1.52,0.74,1.56,2.31,793.45,0,10,51.83,0,0,12.38,11.89,32.6,"butter,fresh basil,fresh chives,green olives,mahi-mahi fillets,olive oil,orange juice,orange peel,oranges,saffron threads,shallot"
1750,Herb & Pea Fishcakes,200,"lunch,main course,main dish,dinner",295.75,7.14,3.32,65.5,160.21,5.32,33.23,250.32,5.55,0.2,87.96,0.19,88.9,974.5,0.69,1.34,1.02,70.77,1.26,0.92,0.54,0.73,5.73,1213.78,2.66,36.1,48.15,0,0,12.15,24.96,21.64,"butter,dill,fish fillets,lemon,milk,peas,potatoes,salad mix,spring onions"
1751,Indian-Spiced Halibut with Yogurt,200,"lunch,main course,main dish,dinner",188.89,2.14,8.14,63.55,1188.01,7.78,55.12,361.4,0.79,0.15,110.04,0.12,31.44,761.29,0.09,1.02,0.2,46.54,1.5,0.74,0.74,1.07,1.56,652.55,5.38,3.92,9.52,0,0,4.73,12.02,24.56,"coarse salt,curry powder,dark brown sugar,fenugreek seeds,garlic,ginger,green chile,ground cardamom,ground cloves,ground mustard,halibut fillets,onion,plain nonfat yogurt,tomatoes,unsalted butter,vegetable stock,water"
1752,Cashew And Rosemary Encrusted Salmon With Lime Hibiscus Sauce,200,"lunch,main course,main dish,dinner",602.12,90.87,6.94,676.11,1325.58,29.91,160.2,1110.96,10.59,1.85,187.71,1.59,200,2237.9,1.76,5.54,1.23,232.25,11.54,7.23,3.13,11.89,4.3,4212.88,3,54.76,15.21,6.18,0,5,52.62,86.66,"butter,coconut,eggs,flour,fresh rosemary,heavy cream,hibiscus flowers,juice of lime,olive oil,panko bread crumbs,raw cashews,salmon fillets,salt and pepper,shallots,white wine"
1753,Taku Lodge Basted Grilled Salmon,122,side dish,117.49,3.65,13.71,15.24,200.66,0,0,0,0,0,15.55,0,0,40.73,0,0,0.04,0,0,0,0,0.18,0,178.13,0,0,3.48,1.55,0,5.77,14.54,0.13,"brown sugar,butter,dry white wine,lemon juice,lemon wedges,pepper,salt,boned"
1754,Grilled Salmon with Blackberry-Cabernet Coulis,14,,96.9,1.22,7.22,5.57,212.23,0.49,0.71,18.55,0.44,0.02,19.85,0.02,16.71,123.6,0.11,0.35,0.4,14.05,0,0.2,0.04,0.76,3.33,187.24,0,12.07,12.98,4.2,0,2.27,11.78,1.21,"blackberries,butter,cabernet sauvignon,fresh ginger,salmon steaks,salt and pepper,shallots,sugar"
1756,Prosciutto-wrapped Halibut With Sage Butter Sauce,100,"lunch,main course,main dish,dinner",300.2,8.88,0.91,119.16,364.71,11.44,79.46,422.21,0.55,0.07,26.79,0.12,24.8,809.93,0.8,0.75,0.06,43.67,1.94,0.71,0.98,1.46,1.03,479.7,8.24,0,19.08,0,0,17.08,3.51,33.11,"fresh sage leaves,halibut fillets,kosher salt,lemons,prosciutto,unsalted butter"
1757,Poached Salmon with Basil Butter and Succotash,200,"lunch,main course,main dish,dinner",771.38,21.05,4.08,181.73,323.26,15.85,62.9,562.63,7.57,0.79,175.05,0.76,67.38,1732.91,1.04,1.5,0.2,206.47,5.55,3.25,1.5,0.92,1.32,1221.02,0.56,9.36,6.47,3.09,0,42.7,45.55,51.22,"basil,dry white wine,fresh corn kernels,heavy cream,kosher salt,lemon juice,low sodium chicken stock,mat beans,onion,pepper,salmon fillets,shallot,unsalted butter"
1759,Fish Chowder,200,"lunch,main course,main dish,dinner",398.38,6.47,13.5,85.61,637.55,6.43,46.45,515.75,4.81,0.59,300.82,0.29,66.11,1429.23,0.62,1.93,0.79,95.05,1.19,1.32,0.73,1.04,3.81,403.98,1.18,3.19,19.4,0,0,12.06,38.74,33.72,"butter,celery,chicken stock,clam juice,cod,evaporated milk,flour,fresh mushrooms,ground pepper,old bay seasoning,onion,potatoes,salt"
1761,Jacques-Imos' Blackened Gulf Fish,100,"lunch,main course,main dish,dinner",290.84,68.25,2.32,586.83,10287.26,6.15,55.73,593.81,8.25,0.63,312.34,0.26,101.4,1009.04,1.1,5.82,1.89,117.91,9.07,2.47,1.08,7.87,6.16,9814.25,2.78,68.36,13.4,0.26,0,5,14.57,46.89,"black pepper,cayenne pepper,chili-garlic sauce,chipotle powder,crabmeat,dried thyme,egg yolks,garlic,hot sauce,lemon juice,margarine,onion,oregano,paprika,redfish,salt,unsalted butter,unsalted butter,white wine,worcestershire sauce"
1762,Fish Roll-Ups,85,side dish,176.55,9.02,0.66,48.31,554.62,0.62,9.8,102.41,0.45,0.04,48.81,0.04,13.68,73.65,0.14,1,0.04,12.49,1.47,0.13,0.05,0.69,0,483.27,0.65,15.12,2.96,0,0,15.37,4.3,5.69,"butter,butter,buttery round crackers,crabmeat,fresh parsley,garlic powder,lemon juice,onion,parmesan cheese,salt and pepper,sole"
1763,Almond-crusted Salmon With Leek And Lemon Cream,200,"lunch,main course,main dish,dinner",703.01,17.46,2.45,203.12,371.78,14.98,69.72,524.96,3.73,1.04,141.3,0.55,104.24,1134.89,0.73,2.19,0.8,129.82,5.58,3.31,1.53,7.97,3.94,1641.97,0.61,59.8,11.32,0,0,50.61,19.35,42.53,"all purpose flour,almonds,butter,egg,fresh parsley,ground pepper,leeks,lemon juice,lemon peel,olive oil,salmon fillets,salt,whipping cream"
1764,Tuna Steak With Chilli Butter,100,"lunch,main course,main dish,dinner",870.59,36.23,2.97,198.98,547.92,15.67,65.31,523.64,2.82,0.59,80.73,0.5,75.55,837.91,0.23,1.56,0.28,113.27,16.14,2.49,1.07,6.1,2.99,6197.24,10.63,121.81,122.69,0,0,73.51,8.75,43.5,"ahi tuna steaks,broccoli,butter,chilli,chives,olive oil"
1765,Salmon with Lentils and Pink Horseradish Cream,200,"lunch,main course,main dish,dinner",589.92,8.64,11.94,41.33,1229.8,8.73,15.8,538.08,8.16,0.56,92.16,0.97,480.61,1479.25,0.7,5.06,1.36,137.45,0,2.18,0.88,1.6,29.71,6572.44,0.21,39.33,52.14,0,0,17.04,75.65,33.49,"bay leaf,butter,carrot,celery stalk,chicken stock,dried green lentils,dried thyme,juice of lemon,onion,parsley,pepper,red bell pepper,red wine vinegar,salt,leak"
1766,"Pfb: Ancho-seared Swordfish With Ginger-sweet Potato Mash, Sear",61,,438.31,6.68,12.53,127.47,369.52,14.77,99.59,509.65,1.8,0.21,77.86,0.24,79.31,1220.72,0.3,1.79,0.48,80.99,2.94,1.57,1.27,4.96,4.06,10989.86,23.74,86.68,41.35,0,0,20.03,27.54,36.76,"ancho chili powder,butter,canola oil,chilis,escarole,fish stock,fresh cilantro leaves,garlic,ginger,lime juice,mango,sugar,sweet potatoes,swordfish steaks"
1767,Scrambled Eggs With Salmon And Herbs,129,,694.75,22.59,7.13,646.34,877.92,4.75,70.01,476.08,5.77,0.98,253.73,0.43,148.14,452.91,0.25,3.16,0.95,60.68,1.58,3.26,0.36,2.34,3.31,2271,3.96,94.04,7.24,0,0,45.75,40.63,30.01,"bread,butter,cream cheese,eggs,fresh herbs,milk,smoked salmon"
1768,Mustard-roasted Salmon With Ligonberry Sauce,100,"lunch,main course,main dish,dinner",764.28,17.8,11.67,247.31,503.57,26.96,134.99,737.11,3.58,1.33,78.44,0.89,96.99,1819.17,0.92,2.5,0.32,120.42,10.87,5.84,2.88,0.79,1.85,857.9,0.42,2.66,3.81,0,0,45.52,19.03,69.62,"dijon mustard,dijon mustard,preserves,raspberry vinegar,raspberry vinegar,salmon fillets,salmon fillets,shallots,shallots,unsalted butter,unsalted butter"
1769,"Mahimahi with Onion, Capers, and Lemon",100,"lunch,main course,main dish,dinner",330.94,7.2,1.88,146.75,756.54,10.5,62.47,259.54,2.32,0.14,44.2,0.06,22.28,791.53,0.12,0.91,0.12,59.08,1.04,1.36,0.73,1.84,0.99,748.01,0.16,41.89,9.32,0,0,20.34,4.74,32.23,"black pepper,capers,fresh flat-leaf parsley,lemon juice,mahimahi,olive oil,onion,salt,unsalted butter,water"
1770,Roasted Salmon With Olive-mustard Butter And Orzo,200,"lunch,main course,main dish,dinner",1050,12.95,2.82,217.61,379.55,28.39,184.48,866.31,4.19,1.36,71.13,0.87,105.25,1901.37,1.14,3.55,0.94,151.66,10.84,6.1,2.93,2.69,3.41,598.24,0.21,25.66,1.58,0,0,49.52,70.96,80.12,"butter,dijon mustard,dijon mustard,kalamata olives,olive oil,orzo pasta,orzo pasta,parsley,parsley,salmon fillets,salmon fillets,shallot"
1771,Romaine-Wrapped Halibut,200,"lunch,main course,main dish,dinner",254.07,5.93,1.91,105.92,123.56,11.34,78.12,432.27,1.18,0.11,46.4,0.15,120.6,969.3,0.09,0.82,0.15,52.34,1.89,0.76,1.02,1.41,2.39,6479.5,8.15,72.53,17.51,0,0,11.07,5.67,32.94,"halibut,lemon,romaine lettuce leaves,shallot,unsalted butter"
1772,"Grilled King Salmon with Asparagus, Morels, and Leeks",118,side dish,293.08,13.4,2.37,84.98,381.26,3.92,13.35,203.54,6.95,0.35,78.55,0.22,61.51,518.49,0.48,1.5,0.46,35.41,0.98,0.98,0.4,1.91,3.05,1620.75,2.31,41.9,7.32,1.03,0,24.85,8.6,9.62,"asparagus,butter,fresh thyme leaves,kosher salt,leek,morel mushrooms,olive oil,pepper,salmon,sherry,whipping cream"
1773,Roasted Salmon With White-wine Sauce,100,"lunch,main course,main dish,dinner",268.36,3.49,0.59,101.19,272.07,13.5,62.53,353.36,1.58,0.66,27.62,0.4,45.85,880.26,0.43,1.18,0.11,55.94,5.42,2.87,1.42,0,0,189.4,0,2.09,0,6.18,0,13.68,2.36,33.95,"coarse salt,dry white wine,flour,fresh chives,salmon fillet,unsalted butter"
1774,Sole Florentine,100,"lunch,main course,main dish,dinner",449.5,16.08,3.02,144.08,1274.4,3.56,51.11,582.55,4.94,0.45,268.18,0.28,303.98,1216.65,0.27,1.78,1.47,156.46,2.18,0.72,0.51,4.69,4.5,14095.59,5.2,688.22,54.89,0,0,28.34,19.77,28.84,"black pepper,bread crumbs,flour,ground nutmeg,half n half,kosher salt,lemon,shallot,sole,spinach,sugar,unsalted butter"
1778,Slow-Roasted Salmon with Cherry Tomatoes and Couscous,100,"lunch,main course,main dish,dinner",790.25,7.19,3.34,134.08,327.9,20.2,86.75,631.37,3.12,1.05,114.68,0.64,82.17,1409.74,0.76,2.32,0.55,103.42,7.54,4.75,1.99,3.71,3.43,607.5,0,39.7,15.84,0,0,40.85,48.67,56.98,"cherry tomatoes,dill,flat-leaf parsley,fresh chives,fresh dill,israeli couscous,kosher salt,lemon zest,olive oil,olive oil,plain greek yogurt,plain yogurt,salmon fillet,thyme sprigs,unsalted butter"
1779,Not Lackin' on the Blackenin' Catfish,100,"lunch,main course,main dish,dinner",304.77,5.48,0.96,113.71,1298.93,3.77,22.36,384.02,2.27,0.19,54.08,0.39,23.11,770.84,0.12,1.16,0.24,52.86,3.81,1.45,0.34,2.82,2.44,2362.71,21.37,14.36,11.33,0,0,18.29,5.89,29.15,"black pepper,butter,canola oil,catfish fillets,cayenne,chili powder,dried thyme,garlic powder,ground cumin,lemon wedges,paprika,sea salt"
1780,Whole Roasted Salmon With Orange Butter Glaze,151,side dish,87.75,0.77,5.83,10.34,207.98,1.4,5.78,52.04,0.88,0.09,42.1,0.09,38.31,236.66,0.1,0.2,0.21,20.16,0.45,0.42,0.23,0.41,1.79,703.65,0,17.72,27.77,2.06,0,2.02,10.8,3.82,"black pepper,dry white wine,fresh cilantro,leeks,oranges,red onion,salmon,salt,unsalted butter"
1781,Roasted Salmon with Oyster Mushrooms in Red Wine,100,"lunch,main course,main dish,dinner",428.42,9.25,1.8,123.65,300.36,19.43,65.36,493.91,3.11,1.06,34.17,0.53,88.41,1365.45,0.73,2.05,0.2,72.62,5.46,4.34,1.55,0.94,2.89,496.4,1,3.54,1.53,3.15,0,26.3,9.47,38.46,"canola oil,dry red wine,garlic clove,low sodium chicken broth,oyster mushrooms,salmon fillets,salt and pepper,shallot,thyme,unsalted butter"
